127, 0.1111,0,4.1841
128, 0.7778,1,0.2972
129, 1.0000,1,4.1308
130,-0.7778,0,0.1836
131, 0.5556,1,0.2842
132,-0.5556,1,0.1730
133, 0.3333,1,0.4227
134, 1.0000,1,1.3497
135,-0.1111,1,2.4927
136, 0.5556,1,0.3098
137,-0.1111,1,0.2522
138, 1.0000,1,1.6332
139,-0.7778,0,1.5609
140, 0.3333,1,0.6426
141,-1.0000,0,0.1716
142, 1.0000,1,0.1138
143, 0.1111,1,0.3700
144,-0.5556,0,0.9491
145,-0.5556,0,0.1001
146,-0.3333,0,1.3660
147, 0.3333,1,2.2759
148,-0.5556,0,0.1666
149, 0.1111,1,0.1874
150, 0.7778,1,0.5613
151, 0.5556,1,0.1531
152,-0.1111,1,0.3325
153, 0.1111,0,0.4719
154, 1.0000,1,0.1520
155,-0.3333,0,0.1259
156, 1.0000,1,0.3693
157,-0.5556,0,0.2560
158,-0.7778,0,3.8097
159,-1.0000,1,0.1663
160,-1.0000,0,0.1292
161, 0.5556,1,2.3558
162, 0.3333,1,0.5227
163,-0.1111,0,0.2726
164, 0.7778,1,1.3689
165,-0.1111,1,1.4169
166,-0.7778,0,0.5995
167,-1.0000,0,0.1125
168,-0.7778,0,0.2003
169,-1.0000,0,0.1002
170, 0.3333,1,0.1589
171, 0.1111,0,3.5082
172,-0.5556,0,1.4197
173,-0.3333,0,6.2775
174,-1.0000,0,0.8185
175,-0.7778,0,2.6715
176,-0.1111,0,0.9930
177, 1.0000,1,1.2184
178, 1.0000,1,0.1148
179, 1.0000,1,0.1546
180,-0.1111,1,0.3831
181, 0.7778,1,0.1021
182, 1.0000,1,0.1510
183, 0.5556,1,0.1119
184,-0.7778,0,1.2890
185, 0.7778,1,0.1001
186, 0.1111,1,2.0745
187, 0.7778,1,1.7318
188,-0.7778,0,0.3006
189,-0.3333,0,2.7206
190, 0.7778,1,0.3053
191, 0.1111,0,0.4361
192,-1.0000,0,0.2125
193, 0.1111,0,1.9123
194, 0.3333,0,0.5311
195,-1.0000,0,3.0407
196,-0.7778,0,0.1987
197,-0.7778,0,0.4997
198, 0.1111,1,0.1132
199, 0.3333,0,1.8401
200,-0.3333,0,1.7758
